ID,Source,TMC,Severity,Start_Time,End_Time,Latitude,Longitude,End_Lat,End_Lng,Distance(mi),EventSeverity,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-477701,MapQuest,201,2,6/23/2017 15:58,6/23/2017 16:42,41.813931,-71.439766,,,0.0,Right lane blocked and right hand shoulder blocked due to accident on US-6 Westbound at RI-10.,,RI-10 N,R,Providence,Providence,RI,2909,US,US/Eastern,KPVD,6/23/2017 15:51,82.9,,67.0,29.69,10.0,South,12.7,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-477907,MapQuest,201,3,6/26/2017 8:02,6/26/2017 8:32,41.800594,-71.403076,,,0.0,Right lane blocked due to accident on I-95 Northbound at Exit 18 Thurbers Ave.,,Thurbers Ave,R,Providence,Providence,RI,2905,US,US/Eastern,KPVD,6/26/2017 7:51,66.9,,61.0,30.0,10.0,West,9.2,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-477942,MapQuest,245,3,6/26/2017 10:13,6/26/2017 10:42,41.945061,-71.436867,,,0.0,Two lanes blocked due to accident on I-295 Northbound at Exit 10 RI-122 Mendon Rd.,,I-295 S,R,Cumberland,Providence,RI,2864,US,US/Eastern,KSFZ,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-477965,MapQuest,201,3,6/26/2017 14:44,6/26/2017 15:25,41.748184,-71.443031,,,0.0,Left lane blocked due to accident on I-95 Southbound at Exit 14 RI-37.,,I-95 S,R,Warwick,Kent,RI,2888,US,US/Eastern,KPVD,6/26/2017 14:51,79.0,,38.0,29.97,10.0,Variable,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-477967,MapQuest,201,2,6/26/2017 14:52,6/26/2017 15:45,41.853828,-71.758507,,,0.0,Restrictions due to accident rollover involved on RI-101 Hartford Pike at RI-94 Mount Hygeia Rd.,190.0,Hartford Pike,L,Foster,Providence,RI,02825-1911,US,US/Eastern,KSFZ,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-478018,MapQuest,201,3,6/27/2017 7:01,6/27/2017 7:31,41.81461,-71.370094,,,0.0,Left lane blocked due to accident on I-195 Westbound at Exit 6 RI-103 Warren Ave.,955.0,Broadway,R,East Providence,Providence,RI,02914-4714,US,US/Eastern,KPVD,6/27/2017 6:51,64.0,,87.0,30.02,10.0,SSW,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-478020,MapQuest,201,3,6/27/2017 7:09,6/27/2017 7:39,41.75433,-71.437218,,,0.0,Right lane blocked due to accident on I-95 Southbound at Exit 15 Jefferson Blvd.,,Jefferson Blvd,R,Warwick,Kent,RI,2888,US,US/Eastern,KPVD,6/27/2017 6:51,64.0,,87.0,30.02,10.0,SSW,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-478078,MapQuest,201,3,6/27/2017 9:28,6/27/2017 10:00,41.81461,-71.370094,,,0.0,Right hand shoulder blocked due to accident on I-195 Westbound at Exit 6 RI-103 Warren Ave.,955.0,Broadway,R,East Providence,Providence,RI,02914-4714,US,US/Eastern,KPVD,6/27/2017 9:51,66.9,,87.0,30.03,10.0,West,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-478235,MapQuest,201,3,6/28/2017 10:11,6/28/2017 10:41,41.666542,-71.499352,,,0.0,Accident on I-95 Northbound at Exits 8 8A 8B RI-2 Quaker Ln.,,I-95 N,R,East Greenwich,Kent,RI,2818,US,US/Eastern,KPVD,6/28/2017 9:51,69.1,,57.0,30.04,10.0,WNW,6.9,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-478240,MapQuest,247,2,6/28/2017 11:18,6/28/2017 11:48,41.604935,-71.494949,,,0.0,Delays due to accident on RI-2 County Trl near South Rd.,3376.0,S County Trl,L,East Greenwich,Kent,RI,02818-1432,US,US/Eastern,KPVD,6/28/2017 10:51,72.0,,49.0,30.04,10.0,NW,16.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-478286,MapQuest,201,3,6/28/2017 17:41,6/28/2017 18:21,41.78299,-71.423927,,,0.0,Right lane blocked due to accident on I-95 Northbound at Exit 16 RI-10.,,I-95 S,R,Cranston,Providence,RI,2910,US,US/Eastern,KPVD,6/28/2017 17:51,77.0,,36.0,30.04,10.0,WNW,12.7,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-478298,MapQuest,201,2,6/28/2017 18:39,6/28/2017 19:30,41.666798,-71.490311,,,0.0,Right hand shoulder blocked due to accident on RI-4 Northbound at Exits 8 8A 8B I-95.,,I-95 N,R,East Greenwich,Kent,RI,2818,US,US/Eastern,KPVD,6/28/2017 18:51,75.9,,38.0,30.06,10.0,WNW,9.2,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-478308,MapQuest,201,3,6/28/2017 21:32,6/28/2017 22:02,41.846035,-71.411133,,,0.0,Right hand shoulder closed due to accident on I-95 Southbound at Exit 24 Branch Ave.,,Branch Ave,R,Providence,Providence,RI,2904,US,US/Eastern,KSFZ,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-478315,MapQuest,201,3,6/29/2017 6:05,6/29/2017 6:34,41.78775,-71.420464,,,0.0,Right lane blocked due to accident on I-95 Southbound at Exit 17 US-1 Elmwood Ave.,,I-95 S,R,Providence,Providence,RI,2907,US,US/Eastern,KPVD,6/29/2017 5:51,64.0,,80.0,30.14,10.0,West,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-478344,MapQuest,201,3,6/29/2017 8:14,6/29/2017 8:44,41.697548,-71.475235,,,0.0,Left lane blocked due to accident on I-95 Northbound at Exits 10 10A 10B RI-117 Centerville Rd.,,I-95 N,R,Warwick,Kent,RI,2886,US,US/Eastern,KPVD,6/29/2017 7:51,66.0,,73.0,30.16,10.0,West,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-478345,MapQuest,201,3,6/29/2017 8:20,6/29/2017 8:50,41.748184,-71.443031,,,0.0,Right lane blocked due to accident on I-95 Southbound at Exits 14-15 14B-A RI-37.,,I-95 S,R,Warwick,Kent,RI,2888,US,US/Eastern,KPVD,6/29/2017 7:51,66.0,,73.0,30.16,10.0,West,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-478376,MapQuest,201,3,6/29/2017 12:42,6/29/2017 13:10,41.817032,-71.398689,,,0.0,Left center lane blocked due to accident on I-195 Westbound at Exit 2 US-44.,,I-195 E,R,Providence,Providence,RI,2903,US,US/Eastern,KPVD,6/29/2017 12:51,77.0,,60.0,30.13,10.0,South,11.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-478390,MapQuest,201,3,6/29/2017 14:48,6/29/2017 15:33,41.83617,-71.415436,,,0.0,Left lane blocked and left hand shoulder blocked due to accident on I-95 Southbound at Exit 23 RI-146 Louisquisset Pike.,,I-95 S,R,Providence,Providence,RI,2908,US,US/Eastern,KSFZ,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-478398,MapQuest,201,3,6/29/2017 16:29,6/29/2017 17:13,41.713387,-71.472565,,,0.0,Left lane blocked due to accident on I-295 Northbound at Exit 1 I-95.,,I-295 N,R,Warwick,Kent,RI,2886,US,US/Eastern,KPVD,6/29/2017 16:51,73.0,,66.0,30.09,10.0,SW,12.7,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-478433,MapQuest,201,2,6/29/2017 22:03,6/29/2017 23:03,41.82589,-71.42588,,,0.0,Left lane closed due to accident on US-6 Eastbound at Dean St.,,US-6 W,R,Providence,Providence,RI,2903,US,US/Eastern,KPVD,6/29/2017 21:51,68.0,,73.0,30.08,10.0,SSW,13.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-478459,MapQuest,201,2,6/30/2017 7:51,6/30/2017 8:21,41.840698,-71.417969,,,0.0,Left lane blocked due to accident on RI-146 Louisquisset Pike Southbound at RI-246 Charles St.,,Louisquisset Pike S,R,Providence,Providence,RI,2908,US,US/Eastern,KSFZ,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-478494,MapQuest,201,3,6/30/2017 13:38,6/30/2017 14:07,41.822598,-71.420052,,,0.0,Right-center lane blocked due to accident on I-95 Northbound before Exit 21.,,I-95 N,R,Providence,Providence,RI,2903,US,US/Eastern,KPVD,6/30/2017 13:51,82.0,,67.0,29.97,10.0,SSW,12.7,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-478516,MapQuest,201,3,6/30/2017 16:01,6/30/2017 16:30,41.819302,-71.389595,,,0.0,Accident on I-195 Westbound at Exit 3 India St.,,Gano St,R,Providence,Providence,RI,2903,US,US/Eastern,KPVD,6/30/2017 15:51,82.9,,65.0,29.94,10.0,SSW,16.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-478517,MapQuest,201,3,6/30/2017 15:58,6/30/2017 16:27,41.83617,-71.415436,,,0.0,Left lane blocked due to accident on I-95 Northbound at Exit 23 RI-146 Louisquisset Pike.,,I-95 S,R,Providence,Providence,RI,2908,US,US/Eastern,KSFZ,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-478527,MapQuest,201,3,6/30/2017 16:51,6/30/2017 17:20,41.823135,-71.420082,,,0.0,Right lane blocked due to accident on I-95 Southbound at Atwells Ave.,,Atwells Ave,R,Providence,Providence,RI,2903,US,US/Eastern,KPVD,6/30/2017 16:51,82.0,,62.0,29.94,10.0,SSW,16.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-478546,MapQuest,343,3,6/30/2017 18:15,6/30/2017 18:44,41.818672,-71.381371,,,0.0,Right hand shoulder blocked due to earlier accident on I-195 Eastbound at Exits 4 5 US-44.,,US-6 W,R,East Providence,Providence,RI,2914,US,US/Eastern,KPVD,6/30/2017 17:51,79.0,,72.0,29.94,10.0,SW,17.3,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-478554,MapQuest,201,2,6/30/2017 20:26,6/30/2017 21:11,41.754482,-71.476608,,,0.0,Accident on RI-5 Oaklawn Ave near Blossom Dr.,686.0,Oaklawn Ave,L,Cranston,Providence,RI,02920-2817,US,US/Eastern,KPVD,6/30/2017 20:51,71.1,,96.0,30.0,4.0,SSW,11.5,0.08,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-478576,MapQuest,201,2,7/1/2017 13:50,7/1/2017 14:30,41.817112,-71.448257,,,0.0,Right hand shoulder blocked due to accident on US-6 Westbound at RI-101 Hartford Ave.,,Hartford Ave,R,Providence,Providence,RI,2909,US,US/Eastern,KPVD,7/1/2017 13:51,80.1,,81.0,29.97,10.0,South,16.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-478704,MapQuest,201,3,7/3/2017 11:32,7/3/2017 12:02,41.820759,-71.512665,,,0.0,Left lane blocked due to accident on I-295 Northbound before Exit 6 US-6.,,I-295 N,R,Johnston,Providence,RI,2919,US,US/Eastern,KSFZ,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-478714,MapQuest,201,3,7/3/2017 13:19,7/3/2017 14:03,41.825596,-71.419159,,,0.0,Right hand shoulder blocked due to accident on I-95 Southbound at Exits 21 22A-B-C 22C-B-A US-6.,,I-95 N,R,Providence,Providence,RI,2903,US,US/Eastern,KPVD,7/3/2017 12:51,87.1,,40.0,29.92,10.0,WNW,12.7,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-478721,MapQuest,201,3,7/3/2017 14:02,7/3/2017 14:47,41.817032,-71.398689,,,0.0,Left lane blocked due to accident on I-195 Westbound at Exit 2 US-44.,,I-195 E,R,Providence,Providence,RI,2903,US,US/Eastern,KPVD,7/3/2017 13:51,87.1,,40.0,29.91,10.0,WSW,12.7,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-478722,MapQuest,201,2,7/3/2017 14:04,7/3/2017 14:49,41.900879,-71.405533,,,0.0,Accident on Claremont St at RI-122 Lonsdale Ave.,1374.0,Lonsdale Ave,L,Lincoln,Providence,RI,02865-1823,US,US/Eastern,KSFZ,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-478755,MapQuest,201,3,7/3/2017 19:11,7/3/2017 19:55,41.724197,-71.480598,,,0.0,Left hand shoulder blocked due to accident on I-295 Northbound at Exit 2 RI-2 Bald Hill Rd.,,I-295 N,R,Warwick,Kent,RI,2886,US,US/Eastern,KPVD,7/3/2017 18:51,84.0,,41.0,29.93,10.0,NW,11.5,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-478761,MapQuest,201,3,7/3/2017 20:04,7/3/2017 20:49,41.800594,-71.403076,,,0.0,Left & Center lane blocked due to accident on I-95 Northbound at Exit 18 Thurbers Ave.,,Thurbers Ave,R,Providence,Providence,RI,2905,US,US/Eastern,KPVD,7/3/2017 19:51,82.0,,44.0,29.95,10.0,NW,6.9,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-478768,MapQuest,201,3,7/4/2017 5:08,7/4/2017 5:53,41.728481,-71.458443,,,0.0,Left and center lane blocked due to accident on I-95 Southbound at Exit 13 Airport Connector Rd.,,I-95 N,R,Warwick,Kent,RI,2886,US,US/Eastern,KPVD,7/4/2017 4:51,64.0,,78.0,30.01,10.0,Calm,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-478823,MapQuest,201,3,7/4/2017 20:52,7/4/2017 21:34,41.819302,-71.389595,,,0.0,Right lane blocked due to accident on I-195 Eastbound at Exit 3 India St.,,Gano St,R,Providence,Providence,RI,2903,US,US/Eastern,KPVD,7/4/2017 20:51,73.0,,76.0,30.08,10.0,SE,6.9,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-478824,MapQuest,201,3,7/4/2017 22:06,7/4/2017 23:06,41.818672,-71.381371,,,0.0,Right hand shoulder closed due to accident on I-195 Eastbound at I-195 Exits 4 / US-44 / US-44 Taunton Ave.,,US-6 W,R,East Providence,Providence,RI,2914,US,US/Eastern,KPVD,7/4/2017 21:51,71.1,,75.0,30.11,8.0,SE,4.6,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-478825,MapQuest,201,3,7/4/2017 22:06,7/4/2017 23:06,41.890152,-71.379082,,,0.0,Right hand shoulder closed due to accident on I-95 Southbound at Exit 30 East St.,,I-95 S,R,Pawtucket,Providence,RI,2860,US,US/Eastern,KSFZ,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-478875,MapQuest,201,3,7/5/2017 8:44,7/5/2017 9:28,41.819302,-71.389595,,,0.0,Left hand shoulder blocked due to accident on I-195 Westbound at Exit 3 India St.,,Gano St,R,Providence,Providence,RI,2903,US,US/Eastern,KPVD,7/5/2017 8:51,75.0,,55.0,30.23,10.0,NNE,6.9,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-478944,MapQuest,201,3,7/5/2017 17:14,7/5/2017 17:59,41.800594,-71.403076,,,0.0,Left hand shoulder blocked due to accident on I-95 Northbound at Exit 18 Thurbers Ave.,,Thurbers Ave,R,Providence,Providence,RI,2905,US,US/Eastern,KPVD,7/5/2017 16:51,78.1,,46.0,30.21,10.0,SSE,12.7,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-479046,MapQuest,222,3,7/6/2017 15:48,7/6/2017 16:32,41.81461,-71.370094,,,0.0,Queueing traffic delays expected and right hand shoulder blocked due to accident on I-195 Westbound at Exit 6 RI-103 Warren Ave.,955.0,Broadway,R,East Providence,Providence,RI,02914-4714,US,US/Eastern,KPVD,7/6/2017 15:51,71.1,,78.0,30.1,10.0,South,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-479067,MapQuest-Bing,201,3,7/6/2017 17:04,7/6/2017 17:48,41.817181,-71.416275,,,0.0,Right & Center lane blocked due to accident on I-95 Southbound at Exits 19 20 US-6.,,I-95 S,R,Providence,Providence,RI,2903,US,US/Eastern,KPVD,7/6/2017 16:51,72.0,,78.0,30.09,10.0,South,9.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-479068,MapQuest,201,2,7/6/2017 17:21,7/6/2017 18:06,41.813423,-71.407829,,,0.0,Left hand shoulder blocked due to accident on US-6 Eastbound at I-95.,,I-95 S,R,Providence,Providence,RI,2903,US,US/Eastern,KPVD,7/6/2017 16:51,72.0,,78.0,30.09,10.0,South,9.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-479074,MapQuest,201,3,7/6/2017 18:05,7/6/2017 18:49,41.820759,-71.512665,,,0.0,Right hand shoulder blocked due to accident on I-295 Southbound at Exit 6 US-6.,,I-295 N,R,Johnston,Providence,RI,2919,US,US/Eastern,KSFZ,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-479085,MapQuest-Bing,201,3,7/6/2017 19:11,7/6/2017 19:56,41.666542,-71.499352,,,0.0,Left lane blocked due to accident on I-95 Southbound at Exits 8 8A 8B RI-2 Quaker Ln.,,I-95 N,R,East Greenwich,Kent,RI,2818,US,US/Eastern,KPVD,7/6/2017 18:51,70.0,,81.0,30.05,10.0,SSE,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-503173,MapQuest,201,3,7/7/2017 11:23,7/7/2017 11:53,41.890152,-71.379082,,,0.0,Right lane blocked due to accident on I-95 Southbound at Exit 30 East St.,,I-95 S,R,Pawtucket,Providence,RI,2860,US,US/Eastern,KSFZ,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-503209,MapQuest,201,3,7/7/2017 14:50,7/7/2017 15:34,41.75433,-71.437218,,,0.0,Right lane blocked due to accident on I-95 Northbound at Exit 15 Jefferson Blvd.,,Jefferson Blvd,R,Warwick,Kent,RI,2888,US,US/Eastern,KPVD,7/7/2017 14:51,70.0,,100.0,29.74,1.2,NE,9.2,0.34,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-503222,MapQuest,201,2,7/7/2017 15:48,7/7/2017 16:32,41.560822,-71.489685,,,0.0,Left lane blocked due to accident on RI-4 Southbound at Oak Hill Rd.,770.0,Oak Hill Rd,R,North Kingstown,Washington,RI,02852-7208,US,US/Eastern,KOQU,7/7/2017 15:55,68.0,,94.0,29.7,4.0,NE,19.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-503223,MapQuest,201,2,7/7/2017 15:57,7/7/2017 16:42,41.902504,-71.447327,,,0.0,Left lane blocked due to accident on RI-146 Eddie Dowling Hwy Southbound at RI-123 Breakneck Hill Rd.,,Breakneck Hill Rd,R,Lincoln,Providence,RI,2865,US,US/Eastern,KSFZ,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-503230,MapQuest,201,2,7/7/2017 16:48,7/7/2017 17:33,41.54528,-71.476952,,,0.0,Left lane blocked due to accident on RI-4 Northbound at Allenton Rd.,,RI-4,R,North Kingstown,Washington,RI,2852,US,US/Eastern,KOQU,7/7/2017 16:50,69.8,,88.0,29.67,7.0,NE,19.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-503293,MapQuest,201,3,7/8/2017 17:40,7/8/2017 18:38,41.697548,-71.475235,,,0.0,Right hand shoulder blocked due to accident on I-95 Northbound before Commonwealth Ave.,,I-95 N,R,Warwick,Kent,RI,2886,US,US/Eastern,KPVD,7/8/2017 17:51,82.9,,65.0,29.69,10.0,SW,12.7,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-503296,MapQuest,241,2,7/8/2017 21:12,7/8/2017 21:41,41.808628,-71.440796,,,0.0,Left lane blocked due to accident on RI-10 Southbound at Exit 5 Union Ave.,,Union Ave,R,Providence,Providence,RI,2909,US,US/Eastern,KPVD,7/8/2017 20:51,75.0,,64.0,29.75,10.0,NW,6.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-503297,MapQuest,241,3,7/8/2017 22:34,7/8/2017 23:32,41.826797,-71.418747,,,0.0,Right lane blocked due to accident on I-95 Southbound at I-95 Exits 22C-B-A.,,I-95 N,R,Providence,Providence,RI,2903,US,US/Eastern,KPVD,7/8/2017 22:51,71.1,,75.0,29.79,10.0,West,8.1,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-503306,MapQuest,201,3,7/9/2017 7:15,7/9/2017 8:00,41.448334,-71.78643,,,0.0,Right hand shoulder blocked due to accident on I-95 Northbound at Exit 1 RI-3 Main St.,,Main St,R,Ashaway,Washington,RI,2804,US,US/Eastern,KWST,7/9/2017 6:53,66.9,,70.0,29.93,10.0,West,4.6,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-503307,MapQuest,201,2,7/9/2017 7:48,7/9/2017 8:33,41.83617,-71.415436,,,0.0,Left hand shoulder blocked and gore point obstructed due to accident on RI-146 Louisquisset Pike Southbound at I-95.,,I-95 S,R,Providence,Providence,RI,2908,US,US/Eastern,KSFZ,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-503337,MapQuest,201,3,7/9/2017 19:30,7/9/2017 20:00,41.65926,-71.548058,,,0.0,Accident on I-95 Northbound at Exit 7 New London Tpke.,,New London Tpke,R,West Greenwich,Kent,RI,2817,US,US/Eastern,KOQU,7/9/2017 17:50,80.6,,37.0,29.96,15.0,WSW,18.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-503338,MapQuest,241,3,7/9/2017 20:55,7/9/2017 21:24,41.866207,-71.402588,,,0.0,Right lane blocked due to accident on I-95 Northbound at Exit 26 Thurston St.,,I-95 N,R,Pawtucket,Providence,RI,2860,US,US/Eastern,KSFZ,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-503394,MapQuest,201,2,7/10/2017 9:19,7/10/2017 9:49,41.813931,-71.439766,,,0.0,Right lane blocked due to accident on RI-10 Northbound at Exit 6 US-6.,,RI-10 N,R,Providence,Providence,RI,2909,US,US/Eastern,KPVD,7/10/2017 8:51,75.0,,73.0,30.06,10.0,SE,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-503413,MapQuest,201,3,7/10/2017 13:06,7/10/2017 13:50,41.83617,-71.415436,,,0.0,Accident on I-95 Northbound at Exit 23 RI-146 Louisquisset Pike.,,I-95 S,R,Providence,Providence,RI,2908,US,US/Eastern,KSFZ,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-503414,MapQuest,201,3,7/10/2017 13:14,7/10/2017 13:59,41.800594,-71.403076,,,0.0,Right hand shoulder blocked due to accident on I-95 Northbound at Exit 18 Thurbers Ave.,,Thurbers Ave,R,Providence,Providence,RI,2905,US,US/Eastern,KPVD,7/10/2017 12:51,84.0,,44.0,30.05,10.0,SSW,10.4,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-503428,MapQuest,201,2,7/10/2017 16:54,7/10/2017 17:38,41.814106,-71.406898,,,0.0,Left lane blocked due to accident on US-6 Westbound at I-95.,,US-6 W,R,Providence,Providence,RI,2903,US,US/Eastern,KPVD,7/10/2017 16:51,82.0,,44.0,30.01,10.0,SW,18.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-503440,MapQuest,201,2,7/10/2017 17:37,7/10/2017 18:21,41.942822,-71.475479,,,0.0,Right lane blocked due to accident on RI-146 Eddie Dowling Hwy Southbound at I-295.,,I-295 N,R,Lincoln,Providence,RI,2865,US,US/Eastern,KSFZ,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-503465,MapQuest,201,3,7/11/2017 6:11,7/11/2017 6:41,41.83617,-71.415436,,,0.0,Right lane blocked due to accident on I-95 Northbound at Exit 23 RI-146 Louisquisset Pike.,,I-95 S,R,Providence,Providence,RI,2908,US,US/Eastern,KSFZ,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-503466,MapQuest,201,3,7/11/2017 6:06,7/11/2017 6:35,41.934704,-71.46624,,,0.0,Right center lane blocked due to accident on RI-146 Eddie Dowling Hwy Northbound at RI-116 George Washington Hwy.,,Eddie Dowling Hwy N,R,Lincoln,Providence,RI,2865,US,US/Eastern,KSFZ,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-503472,MapQuest,201,3,7/11/2017 6:16,7/11/2017 6:46,41.75433,-71.437218,,,0.0,Right lane blocked due to accident on I-95 Northbound at Exit 15 Jefferson Blvd.,,Jefferson Blvd,R,Warwick,Kent,RI,2888,US,US/Eastern,KPVD,7/11/2017 6:17,70.0,,93.0,29.97,10.0,Calm,,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-503484,MapQuest,201,2,7/11/2017 6:59,7/11/2017 7:28,41.934704,-71.46624,,,0.0,Right lane blocked due to accident on RI-146 Eddie Dowling Hwy Southbound at RI-116 George Washington Hwy.,,Eddie Dowling Hwy N,R,Lincoln,Providence,RI,2865,US,US/Eastern,KSFZ,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
